player_name,current_team,position,role_archetype,expected_role,role_confidence,candidate_type,board_type,recommendation,final_fit,theoretical_fit,need_match,contender_gain,marginal_contender_delta,expected_minutes_share,portability,portability_tier,contract_value,salary_bucket,salary_percentile_within_role,surplus_or_overpay_label,risk_score,risk_tier,acquisition_feasibility,feasibility_tier,base_salary_millions,cap_hit_millions,contract_aav_millions,contract_status,free_agent_year,salary_source,source_url,pulled_at,gaps_addressed,gap_specific_scores,role_on_sixers,why_fit,why_need_match,why_contender_gain,concerns,salary_context,portability_summary,risk_summary,acquisition_summary,data_sources,missing_data_flags,explanation_confidence,player_id,season
Jeremy Sochan,NYK,F,Defensive Wing,Bench Specialist,medium,rookie_scale_trade_target,trade_target,Avoid,14.1,14.1,33.1,3.5,-4.6,0.2,15.4,Low,27.0,Cheap,76.9,Overpay,49.3,High,60.0,Possible,,7.875,,rookie_scale,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,rebounding,"{""shooting pressure"": 18.8, ""defense"": 51.8, ""playoff portability proxy"": 15.4, ""rebounding"": 62.5, ""role player shooting"": 31.6}",Projected Bench Specialist as a Defensive Wing; helps the glass.,Answers top PHI gaps: rebounding..,Answers top PHI gaps: rebounding.,"20% projected minutes share x need 33 x role quality 26%, portability- and feasibility-adjusted.",High risk (49); thin minutes / playoff sample; limited shooting -> matchup-huntable; limited floor spacing; one-dimensional role profile; missing data (small minutes sample),$7.9M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2026.,Low (15/100). Holds up: takes care of the ball. Watch: thin minutes / playoff sample; limited shooting -> matchup-huntable.,High risk (49/100). Drivers: thin minutes sample; limited playoff portability; missing inputs.,Possible to acquire (60/100). On a cheap rookie-scale deal; needs a trade.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,small minutes sample,medium,1631110,2025-26
Cam Thomas,MIL,G,Primary Creator,Rotation Player,high,rookie_scale_trade_target,trade_target,Avoid,14.1,14.1,20.9,4.5,-3.6,0.35,2.8,Low,52.0,Cheap,56.6,Fair,36.7,Medium,56.6,Difficult,,6.838,,rookie_scale,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,none,"{""shooting pressure"": 33.2, ""defense"": 21.2, ""playoff portability proxy"": 2.8, ""rebounding"": 12.1, ""role player shooting"": 30.8}",Projected Rotation Player as a Primary Creator; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"35% projected minutes share x need 21 x role quality 61%, portability- and feasibility-adjusted.",limited shooting -> matchup-huntable; weak defensive proxies; weak defensive proxies; high usage with poor efficiency,$6.8M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2026.,Low (3/100). Holds up: takes care of the ball. Watch: limited shooting -> matchup-huntable; weak defensive proxies.,Medium risk (37/100). Drivers: limited playoff portability.,Difficult to acquire (57/100). On a cheap rookie-scale deal; needs a trade; a useful rotation player his team may want to keep.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,medium,1630560,2025-26
Joe Ingles,MIN,F-G,Fringe Rotation,Fringe,low,minimum_candidate,free_agent,Avoid,14.1,14.1,37.2,1.0,-7.1,0.05,6.9,Low,38.2,Minimum,84.1,Overpay,65.8,Severe,88.0,Easy,,2.296,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,none,"{""shooting pressure"": 49.1, ""defense"": 58.6, ""playoff portability proxy"": 6.9, ""rebounding"": 8.8, ""role player shooting"": 41.1}",Projected Fringe as a Fringe Rotation; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"5% projected minutes share x need 37 x role quality 19%, portability- and feasibility-adjusted.",Severe risk (66); thin minutes / playoff sample; thin minutes sample; missing data (draft year missing; small minutes sample),$2.3M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,Low (7/100). Holds up: real floor spacing; two-way defensive value. Watch: thin minutes / playoff sample.,Severe risk (66/100). Drivers: thin minutes sample; age profile; limited playoff portability; missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing; small minutes sample,low,204060,2025-26
Antonio Reeves,CHA,G,Fringe Rotation,Fringe,low,missing_contract_status,unrealistic_watchlist,Missing Data / Cannot Evaluate,14.0,14.0,35.1,0.8,-7.3,0.05,28.7,Low,50.0,Unknown,50.0,Unknown,62.6,High,25.0,Unknown,,,,nan,,nan,,,none,"{""shooting pressure"": 55.8, ""defense"": 18.7, ""playoff portability proxy"": 28.7, ""rebounding"": 12.2, ""role player shooting"": 56.1}",Projected Fringe as a Fringe Rotation; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"5% projected minutes share x need 35 x role quality 16%, portability- and feasibility-adjusted.",High risk (63); thin minutes / playoff sample; weak defensive proxies; thin minutes sample; weak defensive proxies; missing data (cap hit missing; small minutes sample),No cap figure matched; status nan.,"Low (29/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: thin minutes / playoff sample; weak defensive proxies.",High risk (63/100). Drivers: thin minutes sample; hard to acquire; limited playoff portability; missing inputs.,Unknown to acquire (25/100). No contract data - feasibility cannot be assessed.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: nan,cap hit missing; small minutes sample,low,1641810,2025-26
Kennedy Chandler,UTA,G,Primary Creator,Developmental,medium,missing_contract_status,unrealistic_watchlist,Missing Data / Cannot Evaluate,14.0,14.0,35.8,1.8,-6.2,0.1,21.9,Low,50.0,Unknown,51.2,Unknown,57.9,High,25.0,Unknown,,,,nan,,nan,,,none,"{""shooting pressure"": 44.3, ""defense"": 36.6, ""playoff portability proxy"": 21.9, ""rebounding"": 29.1, ""role player shooting"": 46.8}",Projected Developmental as a Primary Creator; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"10% projected minutes share x need 36 x role quality 33%, portability- and feasibility-adjusted.",High risk (58); thin minutes / playoff sample; weak defensive proxies; weak defensive proxies; missing data (cap hit missing; small minutes sample),No cap figure matched; status nan.,Low (22/100). Holds up: takes care of the ball. Watch: thin minutes / playoff sample; weak defensive proxies.,High risk (58/100). Drivers: thin minutes sample; hard to acquire; limited playoff portability; missing inputs.,Unknown to acquire (25/100). No contract data - feasibility cannot be assessed.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: nan,cap hit missing; small minutes sample,low,1631113,2025-26
Mason Plumlee,SAS,F-C,Fringe Rotation,Fringe,low,mle_candidate,free_agent,Avoid,14.0,14.0,39.9,1.1,-7.0,0.05,19.2,Low,17.7,Cheap,88.9,Overpay,62.5,High,78.0,Possible,,3.022,,signed_short_term,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,rebounding,"{""shooting pressure"": 31.2, ""defense"": 55.0, ""playoff portability proxy"": 19.2, ""rebounding"": 62.2, ""role player shooting"": 47.9}",Projected Fringe as a Fringe Rotation; helps the glass.,Answers top PHI gaps: rebounding..,Answers top PHI gaps: rebounding.,"5% projected minutes share x need 40 x role quality 17%, portability- and feasibility-adjusted.",High risk (62); thin minutes / playoff sample; thin minutes sample; missing data (small minutes sample),$3.0M cap hit (signed short term); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Low (19/100). Holds up: low-usage, plug-and-play fit. Watch: thin minutes / playoff sample.",High risk (62/100). Drivers: thin minutes sample; age profile; limited playoff portability; missing inputs.,Possible to acquire (78/100). In MLE range as a free-agent target.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,small minutes sample,low,203486,2025-26
Andre Jackson Jr.,MIL,G,Point-of-Attack Guard,Bench Specialist,medium,rookie_scale_trade_target,trade_target,Avoid,13.8,13.8,29.0,2.7,-5.3,0.2,3.2,Low,50.7,Minimum,18.1,Fair,49.3,High,60.0,Possible,,2.222,,rookie_scale,2027.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,none,"{""shooting pressure"": 26.5, ""defense"": 51.4, ""playoff portability proxy"": 3.2, ""rebounding"": 32.3, ""role player shooting"": 28.5}",Projected Bench Specialist as a Point-of-Attack Guard; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"20% projected minutes share x need 29 x role quality 22%, portability- and feasibility-adjusted.",High risk (49); thin minutes / playoff sample; limited shooting -> matchup-huntable; limited floor spacing; one-dimensional role profile; missing data (small minutes sample),$2.2M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2027.,Low (3/100). Holds up: no standout portable traits. Watch: thin minutes / playoff sample; limited shooting -> matchup-huntable.,High risk (49/100). Drivers: thin minutes sample; limited playoff portability; missing inputs.,Possible to acquire (60/100). On a cheap rookie-scale deal; needs a trade.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,small minutes sample,medium,1641748,2025-26
Ariel Hukporti,NYK,C,Rim Protector,Bench Specialist,medium,rookie_scale_trade_target,trade_target,Avoid,13.7,13.7,28.6,2.8,-5.3,0.2,2.7,Low,52.9,Minimum,11.5,Bargain,50.4,High,60.0,Possible,,1.955,,rookie_scale,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,rebounding,"{""shooting pressure"": 13.0, ""defense"": 47.5, ""playoff portability proxy"": 2.7, ""rebounding"": 73.5, ""role player shooting"": 28.7}",Projected Bench Specialist as a Rim Protector; helps the glass.,Answers top PHI gaps: rebounding.; a bargain on salary.,Answers top PHI gaps: rebounding.,"20% projected minutes share x need 29 x role quality 28%, portability- and feasibility-adjusted.",High risk (50); thin minutes / playoff sample; limited shooting -> matchup-huntable; limited floor spacing; missing data (small minutes sample),$2.0M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2026.,Low (3/100). Holds up: no standout portable traits. Watch: thin minutes / playoff sample; limited shooting -> matchup-huntable.,High risk (50/100). Drivers: thin minutes sample; limited playoff portability; missing inputs.,Possible to acquire (60/100). On a cheap rookie-scale deal; needs a trade.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,small minutes sample,medium,1630574,2025-26
Jeff Green,HOU,F,Fringe Rotation,Fringe,low,minimum_candidate,free_agent,Avoid,13.6,13.6,25.2,0.7,-7.4,0.05,17.6,Low,37.7,Minimum,84.1,Overpay,60.4,High,88.0,Easy,,2.296,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,none,"{""shooting pressure"": 30.3, ""defense"": 28.0, ""playoff portability proxy"": 17.6, ""rebounding"": 10.6, ""role player shooting"": 39.6}",Projected Fringe as a Fringe Rotation; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"5% projected minutes share x need 25 x role quality 16%, portability- and feasibility-adjusted.",High risk (60); thin minutes / playoff sample; limited shooting -> matchup-huntable; weak defensive proxies; thin minutes sample; limited floor spacing; weak defensive proxies; one-dimensional role profile; missing data (small minutes sample),$2.3M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Low (18/100). Holds up: low-usage, plug-and-play fit; takes care of the ball. Watch: thin minutes / playoff sample; limited shooting -> matchup-huntable; weak defensive proxies.",High risk (60/100). Drivers: thin minutes sample; age profile; limited playoff portability; missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,small minutes sample,low,201145,2025-26
Bismack Biyombo,SAS,C,Fringe Rotation,Fringe,low,minimum_candidate,free_agent,Avoid,13.5,13.5,29.3,0.7,-7.3,0.05,9.2,Low,37.4,Minimum,84.1,Overpay,58.6,High,88.0,Easy,,2.296,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,none,"{""shooting pressure"": 31.2, ""defense"": 35.3, ""playoff portability proxy"": 9.2, ""rebounding"": 35.1, ""role player shooting"": 48.6}",Projected Fringe as a Fringe Rotation; rotation depth that does not directly answer the top gaps.,Does not move the top gap (shooting pressure)..,Does not move the top gap (shooting pressure).,"5% projected minutes share x need 29 x role quality 14%, portability- and feasibility-adjusted.",High risk (59); thin minutes / playoff sample; weak defensive proxies; thin minutes sample; one-dimensional role profile; missing data (small minutes sample),$2.3M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Low (9/100). Holds up: low-usage, plug-and-play fit. Watch: thin minutes / playoff sample; weak defensive proxies.",High risk (59/100). Drivers: thin minutes sample; age profile; limited playoff portability; missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,small minutes sample,low,202687,2025-26
